Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
charcoal,2.181818182,1.959,3.65,3,4.85,6.7,4.740740741,3.64,0.611111111,0.944444444,2.444444444,0.277777778,2.666666667,3.888888889,0.047619048,2.476190476,1.666666667,0.142857143,0,4.538351951,0.333333333,6.2,2.86,5,6.2,NA,1.2,0.302,0.186,0.342,1.6,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552324772
charge,3.045454545,3.659,1.8,1.85,2.96,3.4,1.869565217,2.64,1.461538462,0,0.923076923,0.538461538,0,2.692307692,2.777777778,2.555555556,1.722222222,0.722222222,1.111111111,2.86756898,0.479452055,4.61,4.25,5.17,NA,4.61,0.39,0.51,0.633,0.785,1.98,7.5,2,5.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674723148
charm,6.142857143,2.9,1.7,1.7,2.76,4.5,3,2.3,3,0.157894737,0.631578947,1.631578947,0.210526316,3.210526316,0.315789474,0.842105263,2.105263158,1.894736842,0.368421053,4.014550689,0.345238095,7.34,4.51,6.43,7.34,NA,2.34,0.833,0.363,0.649,1.71,8.09,2,3.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56520021
charter,3.666666667,2.182,1.6,1.75,3.15,4,2.173913043,1.91,1,0,0.5625,0.125,0.125,2.375,0.722222222,1.333333333,2.666666667,1.277777778,0.611111111,2.442884764,0.567164179,5.55,3.84,5.74,5.55,NA,0.55,0.677,0.382,0.518,1.71,10.33,8,NA,2.27,2.5,1.92,2.39,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625640273
chatter,5.904761905,2.378,1.6,1.7,3.33,NA,NA,NA,4.722222222,0,0.166666667,0.222222222,0,1.888888889,0.047619048,0.333333333,1.904761905,3.476190476,0.047619048,4.82111091,0.674603175,5.9,4.44,5.95,5.9,NA,0.9,0.56,0.45,0.347,1.63,7.56,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309011698
chauffeur,4.523809524,2.459,3.9,2.55,4.43,5.3,4.84,3.18,2.6875,0,0.4375,0.0625,0,3.6875,1.75,2.05,1.9,0.7,0.8,4.114133859,0.536363636,5.42,4.7,5.33,5.42,NA,0.42,0.5,0.353,0.471,1.53,9.84,6,5.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400167853
cheapskate,4.25,1.462,4.7,4.3,3.26,NA,NA,NA,1.428571429,0,0,0.714285714,0,2.428571429,0.15,1,3.65,1.65,0.2,2.601355237,0.53125,3.76,2.8,5.32,NA,3.76,1.24,0.148,0.482,0.327,NA,8.79,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174124196
checkbook,2.5,2.083,3.7,3.6,4.97,NA,5.666666667,NA,0.555555556,0,2.777777778,0.166666667,0.111111111,4.277777778,0.2,3.05,2.95,0.3,0.2,4.639911568,0.542253521,4.86,4.29,5.86,NA,4.86,0.14,0.552,0.284,0.364,NA,8.67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177164048
checker,3.318181818,1.756,2.25,1.9,4.04,NA,3.84,NA,0.888888889,0,1.277777778,0.166666667,0.277777778,3.055555556,0.105263158,2.578947368,2.789473684,0.526315789,0.210526316,3.152910473,0.539215686,4.94,3.68,5.79,NA,4.94,0.06,0.33,0.417,0.553,1,6.89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390409321
checkmate,4.739130435,1.959,3.75,2.95,3.36,NA,NA,NA,1.470588235,0.058823529,0.705882353,0.529411765,0.117647059,2.117647059,0.166666667,2.444444444,3.5,0.5,0.166666667,2.362060201,0.411764706,5.14,4.65,5.52,5.14,NA,0.14,0.667,0.708,0.75,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365920901
checkup,4.227272727,2.033,2.7,2.9,3.48,NA,NA,NA,1.80952381,0.047619048,0.857142857,1.333333333,0.333333333,2.523809524,2.222222222,2.722222222,3.555555556,2.777777778,2.333333333,2.925498835,0.35862069,4.48,4.73,5.74,NA,4.48,0.52,0.5,0.435,0.491,NA,6.06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264346242
cheerleader,6.2,2.518,4.65,4.2,4.9,NA,5.285714286,NA,3.764705882,0.058823529,0.941176471,0.235294118,0.235294118,3.941176471,2.210526316,2.210526316,3.421052632,2.105263158,1.789473684,4.869067511,0.423076923,5.79,5.5,6,5.79,NA,0.79,0.923,0.746,0.657,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432491213
cheery,5.142857143,1.74,1.8,1.65,2.64,NA,NA,NA,1.555555556,1.333333333,1.222222222,3.222222222,1.222222222,3.277777778,0.529411765,1,3.294117647,2.411764706,1.235294118,4.280992443,0.17370892,7.21,5.86,6.2,7.21,NA,2.21,0.949,0.657,0.486,1.69,7.19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278458178
cheesy,3.217391304,NA,NA,NA,2.89,NA,NA,NA,1.684210526,3.421052632,1.473684211,1.421052632,2.105263158,3.263157895,0.3,0.4,1.9,2.4,0.35,4.562321349,0.149606299,4.9,4.09,4.86,NA,4.9,0.1,0.47,0.471,0.179,NA,6.21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chemotherapy,2.684210526,1.778,5.5,5.55,4.35,NA,2.652173913,NA,0.578947368,0.578947368,1.263157895,3.210526316,0.631578947,2.368421053,1.428571429,2.142857143,2.904761905,1.523809524,2.095238095,3.660136627,0.304878049,2.25,5.05,2.65,NA,2.25,2.75,0.163,0.689,0.517,1.03,12.53,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539161563
chest,2.1,3.32,1.75,1.65,4.93,6.1,5.851851852,3.42,0.375,0,3.25,0.6875,0.3125,4.0625,0.372093023,1.418604651,1.697674419,0.511627907,4.093023256,4.669019831,0.467625899,5.18,4.95,6.58,5.18,NA,0.18,0.52,0.429,0.481,1.54,5.05,2,3.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599704862
chestnut,1.5,1.819,3.65,2.85,4.7,NA,5.555555556,NA,0.529411765,2.529411765,2.352941176,0.058823529,1.823529412,3.411764706,0.047619048,1.380952381,1.142857143,2.238095238,0.333333333,4.219698757,0.313186813,5.68,3.43,5.63,5.68,NA,0.68,0.714,0.21,0.294,1.53,6.55,2,4.088,NA,NA,NA,NA,NA,0.2143,0,0.0357,0,0.1429,1.0714,0.3571,2.3214,0.0714,1.25,0.1071,0.0357,0.0357,0,0.3214,0.549925566
chew,2.391304348,2.666,1.75,1.5,3.93,4.9,3.555555556,3.82,2.1,2.5,1,2.5,0.15,3.05,0.045454545,0.363636364,1.318181818,4.772727273,0.363636364,4.119066461,0.256637168,5.58,3.8,6.48,5.58,NA,0.58,0.52,0.49,0.404,1.65,4.05,2,4.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443081468
chewy,1.869565217,NA,NA,NA,3.19,NA,NA,NA,0.444444444,3.555555556,2.333333333,1.055555556,0.555555556,1.333333333,0.15,0.65,1.6,4.9,0.25,3.946339102,0.335329341,5.37,3.82,5.53,5.37,NA,0.37,0.625,0.418,0.39,NA,6.74,NA,4.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chickenpox,3.666666667,1.38,4.35,5.5,4.56,NA,3.92,NA,0.25,0,1.8125,3.0625,0.1875,3.9375,2.333333333,2.761904762,2.142857143,1.333333333,2.619047619,4.574816599,0.425675676,2.76,4.8,3.11,NA,2.76,2.24,0.173,0.562,0.357,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312857956
childish,4,2.4,3.15,3.15,2.52,NA,NA,NA,3.5,0,0.722222222,1.777777778,0.055555556,2.944444444,0.894736842,0.947368421,2.473684211,2.421052632,0.894736842,4.205852539,0.388888889,4.89,5,4.38,NA,4.89,0.11,0.573,0.442,0.23,1.63,6.33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450131565
childless,5.086956522,1.491,2.95,3.35,3.07,NA,NA,NA,1.117647059,0,0,0.941176471,0,2.588235294,0.4,0.75,2.05,1.15,1.35,2.694744611,0.556962025,3.57,3.29,5.8,NA,3.57,1.43,0.31,0.4,0.396,1.37,9.38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505455732
chimpanzee,1.739130435,1.799,4.85,5.2,4.96,NA,4.260869565,NA,2.666666667,0,1.444444444,0.333333333,1.333333333,3.055555556,0.75,1.75,3.4,1.4,0.75,3.754206528,0.34591195,6.39,3.9,5.28,6.39,NA,1.39,0.5,0.633,0.387,0.86,7.26,2,4.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399033993
chivalry,5.857142857,1.792,3.4,2.9,1.88,NA,NA,NA,2.588235294,0,0.294117647,0.882352941,0,3.176470588,1.65,2,2.95,2.6,1.55,3.686519333,0.457627119,6.7,3.95,5.81,6.7,NA,1.7,0.857,0.38,0.848,1.38,13.89,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411612302
chloride,1.375,1.672,2.7,2.7,3.74,NA,3.347826087,NA,0.176470588,0.647058824,0.352941176,0.647058824,1.705882353,1.705882353,0.333333333,0.555555556,1.111111111,0.944444444,0.388888889,2.19112414,0.292134831,4.32,4.36,5.85,NA,4.32,0.68,0.265,0.387,0.474,1.11,12.22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582026184
chloroform,1.571428571,1.716,4.95,3.95,3.78,NA,3.545454545,NA,0,0.578947368,0.315789474,1.421052632,3.421052632,1.210526316,0.25,1.1875,2.3125,2.5,0.4375,3.554460108,0.492424242,3,6.15,4.19,NA,3,2,0.281,0.37,0.393,1.22,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348486423
cholera,2.954545455,1.756,2.75,2.75,3.26,NA,NA,NA,0.769230769,0.153846154,0.153846154,2.076923077,0.615384615,1.846153846,1.133333333,1.4,2.066666667,2.133333333,2.266666667,2.51704331,0.342465753,2.68,4,4.35,NA,2.68,2.32,0.02,0.867,0.507,1.29,12.69,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518307507
cholesterol,2.041666667,1.982,4.85,4.75,3.4,NA,NA,NA,0.823529412,0.529411765,0.588235294,2,0.411764706,1.764705882,0.285714286,0.523809524,1.095238095,1.666666667,1.095238095,2.437146642,0.259615385,3.76,3.05,5.95,NA,3.76,1.24,0.198,0.583,0.398,0.92,13.15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561580241
choppers,2.1,2.223,NA,NA,3.93,NA,3.526315789,NA,2.444444444,0.722222222,1.666666667,0.666666667,0.722222222,2.888888889,0.4375,1.5,1.5,1.8125,0.5,3.540891938,0.243902439,4.8,5.05,4.85,NA,4.8,0.2,0.469,0.745,0.691,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286815524
chord,2.541666667,1.973,1.8,1,4.29,4.6,2.347826087,2,3.772727273,0.272727273,1.681818182,0.636363636,0.318181818,1.681818182,0.4,2.2,3.15,1.15,0.45,3.990043797,0.418478261,5.75,2.72,5.35,5.75,NA,0.75,0.729,0.394,0.539,1.11,9.71,6,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560493171
choreographer,5.238095238,1.732,3.8,4.3,4.23,NA,4.826086957,NA,2.555555556,0.055555556,1.111111111,0.388888889,0.222222222,4.222222222,2.789473684,2.578947368,2.263157895,1.736842105,2.473684211,4.537172265,0.487012987,5.32,4.09,5.67,5.32,NA,0.32,0.646,0.639,0.625,0.5,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565784693
choreography,4.681818182,1.663,3.65,4.2,3.22,NA,NA,NA,1.055555556,0,0.555555556,0.777777778,0,4.888888889,4.35,3.85,3.25,1.8,3.7,4.914113866,0.671755725,5.95,5.82,6.05,5.95,NA,0.95,0.812,0.75,0.547,0.6,12.14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.570113122
chorus,5.590909091,2.493,1.9,1.25,4.03,5.4,2.954545455,4.9,4,0.368421053,0.578947368,1.263157895,0.368421053,1.842105263,0.578947368,1.052631579,2.473684211,4.526315789,0.789473684,4.170933692,0.43125,6,4.2,5.26,6,NA,1,0.62,0.417,0.5,1.5,7.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606579185
christmas,5.96,NA,NA,NA,3.41,6.8,1.777777778,5.4,3.352941176,0.882352941,1.411764706,1.588235294,1.470588235,3.882352941,1,1.523809524,2.857142857,1.952380952,1,4.745968833,0.238317757,8.37,5.9,6.14,8.37,NA,3.37,0.959,0.52,0.741,1.64,4.35,NA,NA,4.41,5.36,4.36,2.19,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65259093
chromosome,2.15,1.591,4.7,3.9,4.11,NA,1.791666667,NA,0.777777778,0,0,0.055555556,0,2.222222222,1.555555556,1.611111111,2.166666667,1.333333333,1.555555556,2.253549355,0.727272727,4.95,2.88,3.59,NA,4.95,0.05,0.5,0.296,0.548,0.66,11.78,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57779634
chronicle,3.909090909,1.909,3.3,2.3,2.96,NA,NA,NA,2.235294118,0.235294118,0.941176471,0.647058824,0.176470588,3.058823529,0.55,1.45,2.05,1.9,0.55,3.445733279,0.39516129,6.1,3.59,5.71,6.1,NA,1.1,0.427,0.571,0.586,1.34,9.45,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588729441
chuck,2.380952381,3.04,1.7,1.35,3.82,3.5,3.12,2.67,0.294117647,0.352941176,1.411764706,0.294117647,0.058823529,2.529411765,0.388888889,3.111111111,0.833333333,0.222222222,0.5,2.67269215,0.5,5.06,3.95,5.04,5.06,NA,0.06,0.542,0.509,0.413,1.52,6.72,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620791554
chug,3.263157895,2.079,1.85,1.85,3.68,4.1,2.333333333,4.18,1.789473684,2.421052632,0.789473684,1.684210526,0.473684211,2.789473684,0.2,1.3,1.4,4.65,0.9,3.608885784,0.232804233,5.2,3.19,5.68,5.2,NA,0.2,0.401,0.413,0.358,NA,9.37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16344732
cinematic,3.541666667,1.431,3.65,3.6,2.92,NA,NA,NA,2.5625,0,0,0.4375,0,4.0625,0.833333333,1.333333333,3.5,1.666666667,1.055555556,4.378776501,0.575221239,6.05,4.35,5.96,6.05,NA,1.05,0.663,0.49,0.6,0.83,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559395194
circuitry,2,1.653,3.65,3.2,3.85,NA,4.16,NA,0.307692308,0,1.538461538,0,0.230769231,4.153846154,0.947368421,2.789473684,2.526315789,0.736842105,1.105263158,4.223807155,0.666666667,4.4,3.33,5.62,NA,4.4,0.6,0.596,0.615,0.536,1.04,12.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552055418
circulate,3.565217391,1.681,2.8,3.3,2.88,NA,NA,NA,0.777777778,0,1.388888889,1.555555556,0,2.555555556,1.80952381,2.761904762,1.80952381,1.761904762,1.428571429,2.868535717,0.407079646,5.19,4,5.68,5.19,NA,0.19,0.612,0.388,0.32,1.93,9.79,6,3.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426519424
circumference,2.526315789,1.591,5.05,6.35,3.96,NA,1.913043478,NA,0.411764706,0,1.647058824,0.470588235,0,3.705882353,0.631578947,1.473684211,2.263157895,0.578947368,0.526315789,3.81529263,0.594339623,5.24,2.71,5.3,5.24,NA,0.24,0.458,0.255,0.488,1.4,11.84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526883662
circumstance,2.952380952,2.025,4.75,5.1,1.77,NA,NA,NA,1.588235294,0.235294118,0.588235294,0.764705882,0.294117647,2.294117647,0.65,0.55,2.05,0.75,0.55,2.559601752,0.357142857,5,3.41,5.5,5,5,0,0.52,0.565,0.596,1.74,9.84,8,NA,3.17,3.48,3.45,4.9,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519534826
circumvent,3.5,1.431,4,5.05,2.25,NA,NA,NA,1,0,0.352941176,0,0,2.294117647,1.473684211,1.736842105,2.421052632,1,0.736842105,2.358418612,0.629032258,5,4,5.42,5,5,0,0.316,0.642,0.383,1.98,13.53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421380192
cite,3.681818182,1.69,1.55,1,3.07,2.3,2.416666667,1.27,2.806451613,0,0.129032258,0,0,2.741935484,0.161290323,0.580645161,1.838709677,2.838709677,0.258064516,3.495795972,0.494318182,4.95,4,6.19,NA,4.95,0.05,0.625,0.454,0.532,1.78,13.29,12,3.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553246081
citizen,6.434782609,2.833,3,2.75,4.43,NA,3.826086957,NA,2.5,0,0.357142857,0.785714286,0,3.5,1.5,1.85,3.15,2.5,1.55,3.893669595,0.49,6.43,2.63,5.95,6.43,NA,1.43,0.631,0.25,0.586,1.75,7.74,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628870368
city,6.173913043,3.936,1.9,1.45,4.79,6.1,2.925925926,4.2,4.117647059,0.823529412,1.882352941,1.058823529,2.588235294,4.529411765,2.3,1.85,3.4,1.2,1.25,5.733646895,0.247058824,6.12,5.08,5.04,6.12,NA,1.12,0.847,0.531,0.508,1.85,6.56,2,4.172,2.66,3.67,3.73,1.77,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685884535
citywide,5.15,1.415,4,4.6,2.82,NA,NA,NA,1.529411765,0,0.352941176,0.470588235,0.058823529,2.941176471,0.666666667,0.222222222,2,0.277777778,0.222222222,3.078256887,0.549450549,5.7,4.57,5.38,5.7,NA,0.7,0.592,0.509,0.707,NA,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452017814
civic,5.666666667,2.045,2.2,1.95,2.45,3,NA,2.27,1.857142857,0.142857143,0.047619048,0.619047619,0.142857143,2.19047619,0.571428571,1.095238095,2.523809524,1.619047619,0.619047619,2.579259555,0.428571429,5.74,3.5,5.5,5.74,NA,0.74,0.653,0.24,0.573,1.59,11.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614171863
civics,4.952380952,1.322,NA,NA,2.21,NA,NA,NA,1.777777778,0,0.166666667,0.5,0,1.944444444,0,0.25,2.8,1.4,0,2.357346301,0.443037975,5.33,3.85,5.05,5.33,NA,0.33,0.7,0.279,0.72,NA,11.35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330798715
civility,5.818181818,1.462,2.75,2.45,1.62,NA,NA,NA,3.421052632,0.263157895,0.473684211,1.052631579,0.263157895,3.421052632,0.1875,1.1875,2.8125,2.0625,0.0625,4.333617042,0.355029586,5.87,3.18,5.95,5.87,NA,0.87,0.76,0.306,0.679,1.41,13.38,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291860521
civilization,6.541666667,2.629,3.6,3.35,3.32,NA,NA,NA,2.263157895,0.052631579,0.421052632,0.526315789,0.105263158,3.105263158,1.277777778,1.277777778,2.833333333,1.444444444,1.111111111,3.469292696,0.471544715,6.2,3.7,6,6.2,NA,1.2,0.823,0.452,0.839,1.36,10,6,4.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600064516
civilized,6.1,2.5,3.3,2.75,1.93,NA,NA,NA,2.157894737,0.210526316,0.315789474,1.315789474,0.315789474,2.736842105,0.823529412,1.058823529,3.294117647,1.470588235,0.823529412,3.204238579,0.358208955,6.48,3.23,6.52,6.48,NA,1.48,0.792,0.231,0.796,1.54,9.89,NA,3.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468028188
clamp,1.863636364,2.545,1.5,1.45,4.53,4.6,5.36,3.2,1.473684211,0.263157895,3.052631579,1.105263158,0.263157895,3.842105263,1.055555556,3.388888889,1.611111111,0.5,0.333333333,4.477243571,0.357894737,4.6,5.05,4.58,NA,4.6,0.4,0.541,0.388,0.454,1.68,10.89,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440647155
clan,5.636363636,2.322,1.4,1.3,3.46,4.9,3.16,1.9,1.777777778,0.277777778,0.5,0.611111111,0.333333333,3.166666667,0.736842105,0.894736842,2.421052632,1.052631579,0.526315789,3.355622234,0.433333333,5.2,3.78,4.35,5.2,NA,0.2,0.562,0.491,0.686,1.47,11.05,10,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612563014
clarify,4,2.061,2.7,2.55,2.07,NA,NA,NA,3.263157895,0.263157895,0.578947368,0.631578947,0.157894737,2.263157895,0.157894737,0.684210526,2.210526316,3.157894737,0.263157895,3.60386754,0.433823529,6,2.85,6.04,6,NA,1,0.652,0.535,0.625,1.92,11.24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512848854
clarinet,2.4,1.909,2.95,3.65,4.92,NA,5.923076923,NA,4.5,0.166666667,3.444444444,0.611111111,0,3.666666667,0.210526316,2.789473684,2.157894737,3.105263158,1.157894737,5.662061775,0.3632287,4.74,3.06,5.06,NA,4.74,0.26,0.592,0.453,0.411,0.72,9.22,4,3.177,NA,NA,NA,NA,NA,1.7419,0.0323,1.8387,0.2258,1.9355,1.5806,0.3226,4.0968,0.3871,2.6452,0.4516,0.2903,0.1935,0.0645,0.7097,0.5727458
clarity,3.238095238,2.033,2.4,2.5,2,NA,NA,NA,2.05,0.15,0.45,1.85,0.35,2.95,0.189189189,0.27027027,3.486486486,1.459459459,0.540540541,3.441377333,0.358974359,7.26,3.64,6.59,7.26,NA,2.26,0.796,0.31,0.631,1.84,10.55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55733639
clash,4.9,1.839,1.65,1.3,2.63,3.8,1.64,4,2.433333333,0.233333333,1.266666667,0.466666667,0.2,2.933333333,1.064516129,1.903225806,2.35483871,1.290322581,1,3.470565961,0.362831858,3.96,5.67,4.32,NA,3.96,1.04,0.293,0.918,0.453,1.57,8.95,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580402136
clasp,2.608695652,1.724,1.8,1.7,4.41,4.1,4.083333333,2.64,0.470588235,0.058823529,2.117647059,0.176470588,0.058823529,3.058823529,0.80952381,4,1.095238095,1.047619048,0.523809524,3.368631164,0.504950495,5.19,3.52,5.47,5.19,NA,0.19,0.448,0.375,0.241,1.37,8.63,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346599013
class,5.857142857,3.777,1.5,1.2,3.85,5.6,2.916666667,1.91,2.941176471,0.823529412,0.705882353,1.941176471,1,3.647058824,1.25,1.75,3.5625,2.625,1.375,4.3651742,0.265957447,5.73,4.43,5.24,5.73,NA,0.73,0.656,0.314,0.522,1.72,4.95,2,3.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680513382
